ID,Thought,Distortion,Distortion_ID
1033,"I know this isn’t normal behaviour for any normal, functioning person but this is a last resort I suppose to really see if there is anything I can do before its too late.",Should Statements,7
1034,I am not sure what type of disorder I am suffering from but this problem is almost killing me I am very very very very depressed and want to commit suicide because I feel it is worthless to live this type of life.  I have changed school and in my class no one seemed to like me.,Catastrophizing,10
1035,I feel I am useless to my kids or my husband because of the psychological problems I cannot be normal. I cannot hold down a job.,Fortune Telling,4
1036,What’s wrong with me?,Personalizing,8
1037,Anyways i think ive just got a messed up sense of humor and i just wanted to ask what you people thought.,Personalizing,8
1038,I haven’t told anyone this I know they’ll say “stop acting crazy” Or that’s ridiculous.,Mind Reading,5
1039,She did hit me with a rolling pin or her hands and I used to be so scared to walk past her when she was in a bad mood cause I was afraid she’d hit me if I was in her reach.  I stay locked in my room because I know if I come out and have a conversation it would turn to the topic of my weight and end in a fight.,Mind Reading,5
1040,"I just want to know what is wrong with me, and if there is anything I can do to stop it.",Personalizing,8
1041,I’m pretty sure not interacting at the critical point of social development has had lasting affects.,Overgeneralizing,2
1042,I know I should seek proper counseling and not ask questions online but I’m curious to hear your opinions on the matter.,Should Statements,7
1043,"There’s only two people I would never be able to kill, and they’re not a part of my family, which means I have to control myself greatly each day around the people I’m supposed to ‘love’.",Should Statements,7
1044,Can’t enjoy anything I love.,Overgeneralizing,2
1045,"I think I need Help, but I don’t wanna tell my Parents because they would probably sign me up for Confinement.",Mind Reading,5
1046,I thought when I told him this is my first time he would defiantly do it more gently.,Mind Reading,5
1047,I have a mental illness for sure.,Overgeneralizing,2
1048,"No one understands me, and I can’t explain because God knows how they will react.",Mind Reading,5
1049,"I had panick attacks and couldn’t study at all in my last year in high school. I tried to talk to people but they just told me to try it harder when I was having awful days, and I just stopped searching help. Even now in university I find really hard to concentrate on anything. I’m never happy about any of my achievements and I think nothing is important in my life.",Disqualifying the Positive,9
1050,"Part of me thinks this is a routine, and just do the same thing and things will be okay, another part of me, thinks I should just let him go, because maybe I’m forcing him to stay with me.",Personalizing,8
1051,"During this time, a lot of traumatic memories have come alive and started to overtake my mind.",Catastrophizing,10
1052,She is ready to be upset anytime so much that I basically will not move another inch without thinking twice ’cause i find it very hard to predict what she expects.,Mind Reading,5
1053,Nobody really knows me for who I am.,Overgeneralizing,2
1054,"I want to be sick, and I know that’s horrible, but I can’t help it.",Should Statements,7
1055,"Especially at night time where I think what if I am not really here, everything seems strange and weird around me. Not as much as that night that I took the syroup but sort of. IT’s just these thoughts are scaring me and make me think that I might be getting schizophrenia , or the onset of it…",Overgeneralizing,2
1056,"I have no idea if this is normal or not, but I didn’t want to talk to anyone about it in real life if it wasn’t normal, because then they’d probably just think that I was crazy or something (maybe I am, I don’t know).",Mind Reading,5
